"MTS Start (HH:MM:SS) 09:32:03
"Test Method","3Point_Bending.msm"
"Sample I. D.","Sample34.mss"
"Specimen Number","1"

"Time (s)","Load (N)","Extension (mm)","_COM1 (C)","FlexureStress (MPa)","FlexureStrain (mm/mm)"
5184.800,-1282.527,-0.850,105.100,-96.190,****
5185.000,-1294.584,-0.852,105.100,-97.094,****
5185.200,-1305.831,-0.854,105.100,-97.937,****
5185.400,-1316.954,-0.856,105.100,-98.772,****
5185.600,-1328.657,-0.858,105.100,-99.649,****
5185.630,-1330.129,-0.858,105.100,-99.760,****
5192.200,-1324.360,-0.854,105.100,-99.327,****
5198.600,-1354.915,-0.857,105.100,-101.619,****
5205.000,-1359.646,-0.856,105.100,-101.973,****
5211.400,-1368.716,-0.857,105.100,-102.654,****
5217.800,-1348.531,-0.857,105.100,-101.140,****
5224.200,-1344.514,-0.855,105.100,-100.839,****
5230.600,-1324.722,-0.850,105.100,-99.354,****
5237.000,-1300.188,-0.845,105.100,-97.514,****
5243.400,-1303.863,-0.844,105.100,-97.790,****
5249.800,-1295.851,-0.838,105.100,-97.189,****
5256.200,-1310.849,-0.835,105.000,-98.314,****
5262.600,-1293.418,-0.835,105.100,-97.006,****
5269.000,-1309.563,-0.832,105.000,-98.217,****
5275.400,-1312.564,-0.830,105.000,-98.442,****
5281.800,-1323.468,-0.830,105.100,-99.260,****
5288.200,-1351.179,-0.833,105.100,-101.338,****
5294.600,-1349.718,-0.831,105.100,-101.229,****
5301.000,-1368.606,-0.832,105.100,-102.645,****
5307.400,-1356.912,-0.834,105.100,-101.768,****
5313.800,-1369.440,-0.829,105.100,-102.708,****
5320.200,-1361.039,-0.830,105.100,-102.078,****
5326.600,-1343.991,-0.828,105.100,-100.799,****
5333.000,-1348.486,-0.827,105.100,-101.136,****
5339.400,-1319.942,-0.822,105.100,-98.996,****
5345.800,-1308.944,-0.819,105.000,-98.171,****
5352.200,-1302.135,-0.816,105.100,-97.660,****
5358.600,-1298.496,-0.810,105.000,-97.387,****
5365.000,-1291.875,-0.811,105.100,-96.891,****
5371.400,-1292.080,-0.808,105.100,-96.906,****
5377.800,-1312.939,-0.805,105.100,-98.470,****
5384.200,-1306.074,-0.803,105.000,-97.956,****
5390.600,-1315.239,-0.802,105.000,-98.643,****
5397.000,-1312.934,-0.801,104.500,-98.470,****
5403.400,-1301.152,-0.800,104.100,-97.586,****
5409.800,-1320.085,-0.799,103.600,-99.006,****
5416.200,-1314.911,-0.797,103.000,-98.618,****
5422.600,-1308.815,-0.796,102.500,-98.161,****
5429.000,-1330.427,-0.798,102.100,-99.782,****
5435.400,-1324.692,-0.796,101.600,-99.352,****
5441.800,-1338.262,-0.797,101.000,-100.370,****
5448.200,-1358.214,-0.799,100.500,-101.866,****
5454.600,-1355.705,-0.797,100.000,-101.678,****
5461.000,-1368.279,-0.799,99.700,-102.621,****
5467.400,-1366.956,-0.798,99.200,-102.522,****
5473.800,-1350.276,-0.794,98.700,-101.271,****
5480.200,-1367.636,-0.796,98.300,-102.573,****
5486.600,-1359.225,-0.794,97.900,-101.942,****
5493.000,-1357.738,-0.793,97.600,-101.830,****
5499.400,-1367.397,-0.796,97.000,-102.555,****
5505.800,-1368.686,-0.794,96.600,-102.651,****
5512.200,-1365.409,-0.796,96.200,-102.406,****
5518.600,-1352.578,-0.796,95.900,-101.443,****
5525.000,-1362.533,-0.795,95.300,-102.190,****
5531.400,-1346.911,-0.795,94.900,-101.018,****
5537.800,-1348.067,-0.794,94.500,-101.105,****
5544.200,-1353.466,-0.794,94.100,-101.510,****
5550.600,-1325.890,-0.790,93.700,-99.442,****
5557.000,-1327.958,-0.790,93.200,-99.597,****
5563.400,-1319.954,-0.789,92.800,-98.997,****
5569.800,-1293.109,-0.784,92.400,-96.983,****
5576.200,-1292.429,-0.784,92.000,-96.932,****
5582.600,-1294.874,-0.781,91.500,-97.116,****
5589.000,-1358.322,-0.791,91.100,-101.874,****
5595.400,-1358.320,-0.791,90.600,-101.874,****
5601.800,-1340.767,-0.790,90.200,-100.558,****
5608.200,-1337.761,-0.790,89.800,-100.332,****
5614.600,-1338.543,-0.790,89.200,-100.391,****
5621.000,-1316.305,-0.786,88.800,-98.723,****
5627.400,-1327.604,-0.788,88.500,-99.570,****
5633.800,-1330.241,-0.788,88.200,-99.768,****
5640.200,-1314.869,-0.786,87.500,-98.615,****
5646.600,-1326.896,-0.787,87.200,-99.517,****
5653.000,-1316.694,-0.786,86.800,-98.752,****
5659.400,-1297.224,-0.779,86.500,-97.292,****
5665.800,-1307.334,-0.779,86.000,-98.050,****
5672.200,-1319.588,-0.779,85.500,-98.969,****
5678.600,-1318.963,-0.780,85.000,-98.922,****
5685.000,-1311.154,-0.779,84.500,-98.337,****
5691.400,-1334.645,-0.782,84.000,-100.098,****
5697.800,-1329.935,-0.782,83.700,-99.745,****
5704.200,-1328.399,-0.781,83.500,-99.630,****
5710.600,-1347.886,-0.784,82.900,-101.091,****
5717.000,-1341.892,-0.784,82.300,-100.642,****
5723.400,-1347.017,-0.785,81.800,-101.026,****
5729.800,-1358.143,-0.787,81.600,-101.861,****
5736.200,-1357.021,-0.787,81.300,-101.777,****
5742.600,-1368.265,-0.789,80.500,-102.620,****
5749.000,-1364.928,-0.789,79.600,-102.370,****
5755.400,-1355.706,-0.788,79.900,-101.678,****
5761.800,-1368.686,-0.790,78.900,-102.651,****
5768.200,-1357.923,-0.789,79.300,-101.844,****
5774.600,-1346.592,-0.787,78.700,-100.994,****
5781.000,-1353.186,-0.789,77.900,-101.489,****
5787.400,-1335.015,-0.787,77.300,-100.126,****
5793.800,-1327.166,-0.786,77.700,-99.537,****
5800.200,-1321.964,-0.785,77.100,-99.147,****
5806.600,-1309.848,-0.785,76.400,-98.239,****
5813.000,-1316.988,-0.786,75.700,-98.774,****
5819.400,-1309.596,-0.786,75.500,-98.220,****
5825.800,-1304.345,-0.786,75.500,-97.826,****
5832.200,-1321.126,-0.788,75.000,-99.084,****
5838.600,-1320.282,-0.788,74.400,-99.021,****
5845.000,-1313.586,-0.788,73.600,-98.519,****
5851.400,-1321.330,-0.789,73.200,-99.100,****
5857.800,-1307.999,-0.789,72.900,-98.100,****
5864.200,-1305.753,-0.790,72.700,-97.931,****
5870.600,-1300.273,-0.791,72.100,-97.520,****
5877.000,-1292.443,-0.793,71.400,-96.933,****
5883.400,-1301.380,-0.792,71.500,-97.603,****
5889.800,-1302.211,-0.792,70.900,-97.666,****
5896.200,-1301.883,-0.793,70.900,-97.641,****
5902.600,-1312.981,-0.794,70.100,-98.474,****
5909.000,-1312.352,-0.794,69.400,-98.426,****
5915.400,-1317.448,-0.796,68.900,-98.809,****
5921.800,-1333.046,-0.799,68.500,-99.978,****
5928.200,-1333.242,-0.799,68.700,-99.993,****
5934.600,-1341.461,-0.801,68.300,-100.610,****
5941.000,-1343.795,-0.803,67.600,-100.785,****
5947.400,-1330.897,-0.802,66.100,-99.817,****
5953.800,-1344.847,-0.805,66.900,-100.863,****
5960.200,-1330.415,-0.804,66.100,-99.781,****
5966.600,-1321.764,-0.803,65.400,-99.132,****
5973.000,-1322.133,-0.804,65.300,-99.160,****
5979.400,-1321.699,-0.806,64.200,-99.127,****
5985.800,-1326.297,-0.807,64.400,-99.472,****
5992.200,-1337.576,-0.810,63.100,-100.318,****
5998.600,-1330.161,-0.810,62.700,-99.762,****
6005.000,-1327.490,-0.810,63.500,-99.562,****
6011.400,-1322.153,-0.811,61.900,-99.162,****
6017.800,-1319.336,-0.812,62.000,-98.950,****
6024.200,-1335.791,-0.815,62.000,-100.184,****
6030.600,-1336.235,-0.816,60.800,-100.218,****
6037.000,-1333.046,-0.817,60.300,-99.978,****
6043.400,-1341.727,-0.819,61.100,-100.630,****
6049.800,-1333.032,-0.819,60.600,-99.977,****
6056.200,-1336.852,-0.821,60.200,-100.264,****
6062.600,-1345.418,-0.823,58.800,-100.906,****
6069.000,-1344.076,-0.825,59.100,-100.806,****
6075.400,-1346.781,-0.826,58.400,-101.009,****
6081.800,-1337.782,-0.826,57.500,-100.334,****
6088.200,-1337.411,-0.828,56.500,-100.306,****
6094.600,-1356.510,-0.831,57.700,-101.738,****
6101.000,-1361.378,-0.834,56.200,-102.103,****
6107.400,-1360.444,-0.835,55.300,-102.033,****
6113.800,-1336.063,-0.839,56.300,-100.205,****
6120.200,-1306.960,-0.837,55.500,-98.022,****
6126.600,-1298.440,-0.837,54.600,-97.383,****
6133.000,-1296.963,-0.838,54.700,-97.272,****
6139.400,-1302.157,-0.840,54.500,-97.662,****
6145.800,-1297.107,-0.841,54.300,-97.283,****
6152.200,-1293.463,-0.841,53.100,-97.010,****
6158.600,-1292.789,-0.842,51.900,-96.959,****
6165.000,-1292.963,-0.843,51.700,-96.972,****
6171.400,-1295.002,-0.844,52.500,-97.125,****
6177.800,-1305.477,-0.845,51.100,-97.911,****
6184.200,-1312.155,-0.847,50.000,-98.412,****
6190.600,-1310.921,-0.848,51.300,-98.319,****
6197.000,-1313.000,-0.849,50.600,-98.475,****
6203.400,-1317.983,-0.852,49.600,-98.849,****
6209.800,-1322.159,-0.854,49.700,-99.162,****
6216.200,-1367.608,-0.864,49.700,-102.571,****
6222.600,-1368.727,-0.865,48.600,-102.655,****
6229.000,-1368.619,-0.867,47.200,-102.646,****
6235.400,-1328.889,-0.869,47.800,-99.667,****
6241.800,-1337.881,-0.871,47.700,-100.341,****
6248.200,-1336.317,-0.873,46.200,-100.224,****
6254.600,-1333.709,-0.875,45.100,-100.028,****
6261.000,-1337.265,-0.877,46.500,-100.295,****
6267.400,-1335.191,-0.878,45.600,-100.139,****
6273.800,-1329.419,-0.880,44.100,-99.706,****
6280.200,-1318.067,-0.880,44.400,-98.855,****
6286.600,-1314.329,-0.881,44.900,-98.575,****
6293.000,-1298.663,-0.880,44.600,-97.400,****
6299.400,-1292.416,-0.880,42.800,-96.931,****
6305.800,-1297.481,-0.880,42.600,-97.311,****
6312.200,-1315.234,-0.882,43.100,-98.643,****
6318.600,-1328.188,-0.886,41.400,-99.614,****
6325.000,-1330.218,-0.888,41.100,-99.766,****
6331.400,-1331.827,-0.890,42.000,-99.887,****
6337.800,-1337.446,-0.893,41.100,-100.308,****
6344.200,-1330.148,-0.894,39.300,-99.761,****
6350.600,-1331.225,-0.897,40.000,-99.842,****
6357.000,-1329.671,-0.898,40.200,-99.725,****
6363.400,-1330.302,-0.900,39.800,-99.773,****
6369.800,-1321.892,-0.900,39.100,-99.142,****
6376.200,-1313.855,-0.902,39.000,-98.539,****
6382.600,-1310.162,-0.904,37.900,-98.262,****
6389.000,-1304.765,-0.906,36.900,-97.857,****
6395.400,-1294.503,-0.910,36.100,-97.088,****
6401.800,-1291.551,-0.913,37.200,-96.866,****
6408.200,-1300.162,-0.917,36.400,-97.512,****
6414.600,-1309.439,-0.921,35.000,-98.208,****
6421.000,-1310.008,-0.924,34.200,-98.251,****
6427.400,-1326.455,-0.928,35.600,-99.484,****
6433.800,-1320.975,-0.929,35.200,-99.073,****
6440.200,-1324.320,-0.931,34.300,-99.324,****
6446.600,-1338.073,-0.936,32.900,-100.355,****
6453.000,-1330.824,-0.938,32.700,-99.812,****
6459.400,-1323.882,-0.938,33.400,-99.291,****
6465.800,-1332.631,-0.942,32.600,-99.947,****
6472.200,-1332.284,-0.945,31.900,-99.921,****
6478.600,-1336.071,-0.948,30.600,-100.205,****
6485.000,-1332.820,-0.950,31.400,-99.962,****
6491.400,-1335.889,-0.952,31.500,-100.192,****
6497.800,-1348.687,-0.957,30.100,-101.152,****
6504.200,-1337.407,-0.958,29.300,-100.306,****
6510.600,-1327.709,-0.958,30.000,-99.578,****
6517.000,-1322.116,-0.960,29.000,-99.159,****
6523.400,-1306.672,-0.961,27.500,-98.000,****
6529.800,-1295.017,-0.962,27.000,-97.126,****
6536.200,-1293.845,-0.961,28.100,-97.038,****
6542.600,-1315.027,-0.963,27.500,-98.627,****
6549.000,-1329.734,-0.968,25.900,-99.730,****
6555.400,-1345.508,-0.973,26.000,-100.913,****
6561.800,-1359.611,-0.977,26.500,-101.971,****
6568.200,-1368.050,-0.982,25.100,-102.604,****
6574.600,-1365.162,-0.987,24.800,-102.387,****
6581.000,-1347.504,-0.990,25.400,-101.063,****
6587.400,-1346.123,-0.992,24.800,-100.959,****
6593.800,-1335.300,-0.994,23.300,-100.147,****
6600.200,-1327.312,-0.997,22.300,-99.548,****
6606.600,-1337.774,-1.001,23.700,-100.333,****
6613.000,-1324.563,-1.002,23.200,-99.342,****
6619.400,-1320.426,-1.005,22.000,-99.032,****
6625.800,-1306.608,-1.005,21.600,-97.996,****
6632.200,-1295.248,-1.006,22.300,-97.144,****
6638.600,-1300.340,-1.010,20.000,-97.526,****
6645.000,-1294.680,-1.013,19.400,-97.101,****
6651.400,-1301.240,-1.012,20.700,-97.593,****
6657.800,-1308.117,-1.015,19.700,-98.109,****
6664.200,-1334.939,-1.022,18.200,-100.120,****
6670.600,-1351.100,-1.029,17.600,-101.332,****
6677.000,-1352.579,-1.032,18.300,-101.443,****
6683.400,-1363.244,-1.040,18.300,-102.243,****
6689.800,-1363.015,-1.045,17.100,-102.226,****
6696.200,-1355.444,-1.049,17.000,-101.658,****
6702.600,-1343.681,-1.052,17.400,-100.776,****
6709.000,-1351.323,-1.057,15.800,-101.349,****
6715.400,-1341.974,-1.062,14.800,-100.648,****
6721.800,-1327.606,-1.065,15.700,-99.570,****
6728.200,-1335.439,-1.069,15.500,-100.158,****
6734.600,-1316.927,-1.071,14.500,-98.770,****
6741.000,-1307.615,-1.075,13.200,-98.071,****
6747.400,-1310.129,-1.081,13.200,-98.260,****
6753.800,-1296.241,-1.083,13.500,-97.218,****
6760.200,-1294.057,-1.087,13.600,-97.054,****
6766.600,-1300.470,-1.090,12.800,-97.535,****
6773.000,-1326.017,-1.097,12.200,-99.451,****
6779.400,-1339.103,-1.103,11.800,-100.433,****
6785.800,-1363.443,-1.113,11.600,-102.258,****
6792.200,-1353.161,-1.124,10.300,-101.487,****
6798.600,-1357.389,-1.132,9.100,-101.804,****
6805.000,-1337.151,-1.138,10.200,-100.286,****
6811.400,-1325.504,-1.141,10.000,-99.413,****
6817.800,-1327.092,-1.148,9.100,-99.532,****
6824.200,-1307.723,-1.153,7.900,-98.079,****
6830.600,-1307.029,-1.159,8.500,-98.027,****
6837.000,-1304.913,-1.164,8.600,-97.868,****
6843.400,-1301.716,-1.175,6.600,-97.629,****
6849.800,-1329.697,-1.190,6.000,-99.727,****
6856.200,-1320.734,-1.196,7.100,-99.055,****
6862.600,-1316.326,-1.202,6.600,-98.724,****
6869.000,-1346.120,-1.216,5.500,-100.959,****
6875.400,-1345.823,-1.226,4.100,-100.937,****
6881.800,-1347.731,-1.237,4.200,-101.080,****
6888.200,-1339.380,-1.243,5.000,-100.454,****
6894.600,-1316.986,-1.248,4.700,-98.774,****
6901.000,-1319.215,-1.259,3.700,-98.941,****
6907.400,-1335.115,-1.273,3.100,-100.134,****
6913.800,-1330.120,-1.283,3.200,-99.759,****
6920.200,-1322.801,-1.294,2.700,-99.210,****
6926.600,-1300.051,-1.303,1.900,-97.504,****
6933.000,-1315.607,-1.313,0.400,-98.671,****
6939.400,-1321.997,-1.327,0.400,-99.150,****
6945.800,-1356.708,-1.343,0.300,-101.753,****
6952.200,-1359.244,-1.352,0.600,-101.943,****
6958.600,-1344.413,-1.362,0.000,-100.831,****
6965.000,-1352.451,-1.373,-0.600,-101.434,****
6971.400,-1337.990,-1.382,-1.100,-100.349,****
6977.800,-1325.504,-1.394,-1.700,-99.413,****
6984.200,-1303.614,-1.407,-3.200,-97.771,****
6990.600,-1327.599,-1.428,-2.500,-99.570,****
6997.000,-1344.760,-1.439,-2.300,-100.857,****
7003.400,-1358.435,-1.450,-2.900,-101.883,****
7009.800,-1346.311,-1.457,0.000,-100.973,****
7016.200,-1343.621,-1.466,0.000,-100.772,****
7022.600,-1325.483,-1.471,-4.000,-99.411,****
7029.000,-1298.972,-1.480,-4.800,-97.423,****
7035.400,-1295.548,-1.494,-5.400,-97.166,****
7041.800,-1347.083,-1.511,-5.300,-101.031,****
7048.200,-1366.011,-1.518,-6.600,-102.451,****
7054.600,-1366.965,-1.527,-7.700,-102.522,****
7061.000,-1325.386,-1.529,-8.400,-99.404,****
7067.400,-1315.662,-1.537,-7.500,-98.675,****
7073.800,-1308.212,-1.546,-7.400,-98.116,****
7080.200,-1298.460,-1.559,-8.100,-97.385,****
7086.600,-1301.147,-1.567,-8.400,-97.586,****
7093.000,-1320.158,-1.579,-9.300,-99.012,****
7099.400,-1334.663,-1.591,-10.500,-100.100,****
7105.800,-1326.922,-1.601,-11.000,-99.519,****
7112.200,-1334.906,-1.609,-9.900,-100.118,****
7118.600,-1328.590,-1.617,-10.400,-99.644,****
7125.000,-1303.823,-1.624,-11.800,-97.787,****
7131.400,-1294.635,-1.632,-13.100,-97.098,****
7137.800,-1350.602,-1.640,-11.800,-101.295,****
7144.200,-1323.953,-1.650,-12.000,-99.296,****
7150.600,-1296.568,-1.651,-13.400,-97.243,****
7157.000,-1370.050,-1.667,-12.900,-102.754,****
7163.400,-1355.098,-1.680,-13.800,-101.632,****
7169.800,-1355.036,-1.692,-14.900,-101.628,****
7176.200,-1310.806,-1.697,-16.000,-98.310,****
7182.600,-1307.597,-1.705,-14.900,-98.070,****
7189.000,-1288.592,-1.710,-15.200,-96.644,****
7195.400,-1341.640,-1.722,-16.600,-100.623,****
7201.800,-1358.593,-1.733,-16.600,-101.894,****
7208.200,-1352.520,-1.745,-16.000,-101.439,****
7214.600,-1355.761,-1.756,-18.100,-101.682,****
7221.000,-1369.214,-1.765,-18.700,-102.691,****
7227.400,-1364.661,-1.776,-18.900,-102.350,****
7233.800,-1362.285,-1.783,-18.300,-102.171,****
7240.200,-1343.414,-1.789,-18.600,-100.756,****
7246.600,-1369.338,-1.806,-20.300,-102.700,****
7253.000,-1339.800,-1.814,-21.000,-100.485,****
7259.400,-1335.148,-1.823,-20.300,-100.136,****
7265.800,-1339.900,-1.832,-19.800,-100.493,****
7272.200,-1303.626,-1.837,-20.700,-97.772,****
7278.600,-1287.860,-1.849,-21.300,-96.590,****
7285.000,-1329.392,-1.866,-22.100,-99.704,****
7291.400,-1365.612,-1.878,-23.400,-102.421,****
7297.800,-1341.907,-1.887,-23.400,-100.643,****
7304.200,-1287.397,-1.896,-22.600,-96.555,****
7310.600,-1323.731,-1.914,-23.300,-99.280,****
7317.000,-1314.926,-1.924,-24.200,-98.619,****
7323.400,-1347.766,-1.938,-24.400,-101.082,****
7329.800,-1371.295,-1.947,-25.700,-102.847,****
7336.200,-1365.803,-1.955,-26.400,-102.435,****
7342.600,-1312.525,-1.957,-25.600,-98.439,****
7349.000,-1297.287,-1.966,-25.800,-97.297,****
7355.400,-1286.362,-1.980,-27.600,-96.477,****
7361.800,-1299.138,-1.995,-28.000,-97.435,****
7368.200,-1286.285,-2.003,-28.100,-96.471,****
7374.600,-1323.981,-2.017,-27.200,-99.299,****
7381.000,-1369.037,-2.028,-28.300,-102.678,****
7387.400,-1367.958,-2.036,-29.100,-102.597,****
7393.800,-1306.910,-2.039,-29.900,-98.018,****
7400.200,-1288.979,-2.051,-30.700,-96.673,****
7406.600,-1286.036,-2.062,-30.200,-96.453,****
7413.000,-1335.608,-2.078,-29.500,-100.171,****
7419.400,-1363.100,-2.090,-30.700,-102.232,****
7425.800,-1362.037,-2.096,-31.200,-102.153,****
7432.200,-1305.874,-2.098,-30.000,-97.941,****
7438.600,-1296.301,-2.106,-29.400,-97.223,****
7445.000,-1309.542,-2.121,-29.800,-98.216,****
7451.400,-1355.794,-2.135,-29.600,-101.685,****
7457.800,-1359.114,-2.143,-29.800,-101.934,****
7464.200,-1354.231,-2.145,-31.000,-101.567,****
7470.600,-1327.542,-2.150,-30.400,-99.566,****
7477.000,-1304.451,-2.154,-29.800,-97.834,****
7483.400,-1306.996,-2.167,-29.800,-98.025,****
7489.800,-1322.479,-2.178,-30.700,-99.186,****
7496.200,-1351.489,-2.189,-30.800,-101.362,****
7502.600,-1363.026,-2.191,-29.600,-102.227,****
7509.000,-1372.397,-2.199,-29.400,-102.930,****
7515.400,-1344.819,-2.203,-30.300,-100.861,****
7521.800,-1323.941,-2.206,-29.500,-99.296,****
7528.200,-1329.489,-2.215,-30.500,-99.712,****
7534.600,-1310.199,-2.221,-30.800,-98.265,****
7541.000,-1297.926,-2.229,-31.000,-97.344,****
7547.400,-1286.909,-2.237,-29.600,-96.518,****
7553.800,-1292.348,-2.246,-30.300,-96.926,****
7560.200,-1284.503,-2.252,-30.800,-96.338,****
7566.600,-1284.420,-2.259,-31.000,-96.331,****
7573.000,-1285.299,-2.265,-29.400,-96.397,****
7579.400,-1290.712,-2.269,-29.600,-96.803,****
7585.800,-1286.418,-2.275,-29.700,-96.481,****
7592.200,-1287.909,-2.283,-29.600,-96.593,****
7598.600,-1285.825,-2.288,-30.300,-96.437,****
7605.000,-1286.613,-2.296,-31.100,-96.496,****
7611.400,-1289.541,-2.300,-30.100,-96.716,****
7617.800,-1309.503,-2.306,-29.600,-98.213,****
7624.200,-1310.232,-2.314,-30.100,-98.267,****
7630.600,-1330.593,-2.325,-31.100,-99.794,****
7637.000,-1332.301,-2.332,-30.400,-99.923,****
7643.400,-1315.737,-2.336,-29.600,-98.680,****
7649.800,-1327.750,-2.343,-29.600,-99.581,****
7656.200,-1306.233,-2.346,-30.000,-97.967,****
7662.600,-1287.664,-2.353,-29.900,-96.575,****
7669.000,-1289.644,-2.358,-30.000,-96.723,****
7675.400,-1288.138,-2.366,-30.400,-96.610,****
7681.800,-1287.746,-2.371,-31.000,-96.581,****
7688.200,-1287.022,-2.376,-29.900,-96.527,****
7694.600,-1301.136,-2.383,-30.000,-97.585,****
7701.000,-1286.769,-2.387,-30.700,-96.508,****
7707.400,-1293.243,-2.394,-31.100,-96.993,****
7713.800,-1303.359,-2.400,-29.600,-97.752,****
7720.200,-1289.554,-2.402,-29.600,-96.717,****
7726.600,-1304.194,-2.409,-29.900,-97.815,****
7733.000,-1331.185,-2.418,-31.000,-99.839,****
7739.400,-1337.521,-2.424,-30.000,-100.314,****
7745.800,-1361.642,-2.429,-29.700,-102.123,****
7752.200,-1374.584,-2.431,-30.100,-103.094,****
7758.600,-1372.169,-2.435,-30.200,-102.913,****
7765.000,-1336.790,-2.435,-29.700,-100.259,****
7771.400,-1322.928,-2.438,-30.300,-99.220,****
7777.800,-1299.000,-2.442,-31.200,-97.425,****
7784.200,-1286.601,-2.450,-30.900,-96.495,****
7790.600,-1299.264,-2.456,-29.500,-97.445,****
7797.000,-1340.790,-2.467,-30.600,-100.559,****
7803.400,-1371.580,-2.471,-31.100,-102.869,****
7809.800,-1368.693,-2.473,-29.900,-102.652,****
7816.200,-1323.451,-2.471,-29.500,-99.259,****
7822.600,-1295.490,-2.474,-30.000,-97.162,****
7829.000,-1295.241,-2.482,-30.200,-97.143,****
7835.400,-1352.308,-2.492,-29.500,-101.423,****
7841.800,-1372.248,-2.495,-30.300,-102.919,****
7848.200,-1336.921,-2.493,-31.100,-100.269,****
7854.600,-1289.031,-2.495,-29.900,-96.677,****
7861.000,-1291.919,-2.503,-30.000,-96.894,****
7867.400,-1349.595,-2.515,-30.600,-101.220,****
7873.800,-1373.255,-2.516,-31.100,-102.994,****
7880.200,-1350.691,-2.516,-29.800,-101.302,****
7886.600,-1290.719,-2.516,-30.100,-96.804,****
7893.000,-1310.784,-2.527,-31.000,-98.309,****
7899.400,-1358.895,-2.536,-30.600,-101.917,****
7905.800,-1342.519,-2.532,-29.800,-100.689,****
7912.200,-1300.495,-2.531,-29.500,-97.537,****
7918.600,-1321.119,-2.544,-30.800,-99.084,****
7925.000,-1371.579,-2.548,-30.400,-102.868,****
7931.400,-1331.693,-2.546,-29.700,-99.877,****
7937.800,-1287.309,-2.552,-30.600,-96.548,****
7944.200,-1339.049,-2.564,-31.100,-100.429,****
7950.600,-1370.945,-2.566,-30.500,-102.821,****
7957.000,-1328.801,-2.563,-29.700,-99.660,****
7963.400,-1288.617,-2.567,-30.800,-96.646,****
7969.800,-1337.743,-2.581,-31.100,-100.331,****
7976.200,-1371.122,-2.581,-29.600,-102.834,****
7982.600,-1318.802,-2.578,-29.500,-98.910,****
7989.000,-1285.786,-2.583,-29.700,-96.434,****
7995.400,-1339.514,-2.594,-29.700,-100.464,****
8001.800,-1367.957,-2.598,-30.200,-102.597,****
8008.200,-1333.792,-2.595,-30.500,-100.034,****
8014.600,-1284.983,-2.598,-30.300,-96.374,****
8021.000,-1315.269,-2.605,-28.800,-98.645,****
8027.400,-1359.876,-2.613,-29.400,-101.991,****
8033.800,-1363.897,-2.611,-29.200,-102.292,****
8040.200,-1316.833,-2.607,-27.300,-98.762,****
8046.600,-1293.860,-2.614,-28.000,-97.040,****
8053.000,-1335.606,-2.621,-27.400,-100.170,****
8059.400,-1374.078,-2.622,-26.700,-103.056,****
8065.800,-1326.895,-2.618,-26.600,-99.517,****
8072.200,-1297.676,-2.618,-26.200,-97.326,****
8078.600,-1309.143,-2.626,-24.900,-98.186,****
8085.000,-1363.840,-2.632,-24.900,-102.288,****
8091.400,-1351.976,-2.627,-24.300,-101.398,****
8097.800,-1307.696,-2.623,-23.900,-98.077,****
8104.200,-1286.024,-2.627,-24.200,-96.452,****
8110.600,-1318.376,-2.633,-22.800,-98.878,****
8117.000,-1358.862,-2.637,-22.950,-101.915,****
8123.400,-1367.628,-2.634,-22.600,-102.572,****
8129.800,-1319.171,-2.628,-21.700,-98.938,****
8136.200,-1288.894,-2.629,-21.100,-96.667,****
8142.600,-1296.323,-2.633,-20.800,-97.224,****
8149.000,-1326.777,-2.638,-21.000,-99.508,****
8155.400,-1353.761,-2.642,-20.100,-101.532,****
8161.800,-1371.132,-2.638,-20.000,-102.835,****
8168.200,-1336.342,-2.634,-19.900,-100.226,****
8174.600,-1298.974,-2.631,-18.500,-97.423,****
8181.000,-1300.282,-2.637,-18.700,-97.521,****
8187.400,-1327.370,-2.640,-18.100,-99.553,****
8193.800,-1370.385,-2.641,-17.300,-102.779,****
8200.200,-1338.566,-2.635,-17.100,-100.392,****
8206.600,-1292.188,-2.632,-16.500,-96.914,****
8213.000,-1326.139,-2.640,-16.600,-99.460,****
8219.400,-1373.207,-2.640,-15.700,-102.991,****
8225.800,-1325.614,-2.633,-15.400,-99.421,****
8232.200,-1286.743,-2.634,-15.000,-96.506,****
8238.600,-1340.433,-2.641,-14.700,-100.533,****
8245.000,-1368.826,-2.638,-14.100,-102.662,****
8251.400,-1319.161,-2.631,-13.600,-98.937,****
8257.800,-1287.934,-2.633,-13.300,-96.595,****
8264.200,-1334.965,-2.639,-12.900,-100.122,****
8270.600,-1368.883,-2.639,-12.300,-102.666,****
8277.000,-1347.714,-2.633,-12.100,-101.079,****
8283.400,-1292.513,-2.629,-11.500,-96.939,****
8289.800,-1323.529,-2.636,-11.200,-99.265,****
8296.200,-1372.710,-2.635,-10.600,-102.953,****
8302.600,-1318.513,-2.627,-10.400,-98.889,****
8309.000,-1293.701,-2.630,-10.000,-97.028,****
8315.400,-1355.844,-2.637,-9.400,-101.688,****
8321.800,-1353.665,-2.630,-9.000,-101.525,****
8328.200,-1310.454,-2.624,-8.600,-98.284,****
8334.600,-1294.637,-2.627,-8.300,-97.098,****
8341.000,-1340.413,-2.633,-7.900,-100.531,****
8347.400,-1373.948,-2.630,-7.500,-103.046,****
8353.800,-1318.429,-2.622,0.000,-98.882,****
8360.200,-1293.986,-2.624,-6.900,-97.049,****
8366.600,-1355.692,-2.630,-6.500,-101.677,****
8373.000,-1352.761,-2.623,0.000,-101.457,****
8379.400,-1309.630,-2.617,-5.700,-98.222,****
