"Test Method,""3Point_Bending.msm"""
"Sample I. D.,""Sample34.mss"""
"Specimen Number,""2"""

"Time (s),""Load (N)"",""Extension (mm)"",""_COM1 (C)"",""FlexureStress (MPa)"",""FlexureStrain (mm/mm)"""
"6175.200,-3333.437,-5.284,-26.200,-250.008,****"
"6188.000,-3333.516,-5.283,-25.800,-250.014,****"
"6200.800,-3333.516,-5.281,-25.400,-250.014,****"
"6213.600,-3332.996,-5.280,-25.000,-249.975,****"
"6226.400,-3332.821,-5.278,-24.500,-249.962,****"
"6239.200,-3332.866,-5.277,-24.000,-249.965,****"
"6252.000,-3333.351,-5.276,-23.600,-250.001,****"
"6264.800,-3333.063,-5.274,-23.200,-249.980,****"
"6277.600,-3332.845,-5.272,-22.800,-249.963,****"
"6290.400,-3333.011,-5.271,-22.400,-249.976,****"
"6303.200,-3332.965,-5.269,-22.000,-249.972,****"
"6316.000,-3333.477,-5.267,-21.500,-250.011,****"
"6328.800,-3333.139,-5.265,-21.100,-249.985,****"
"6341.600,-3333.274,-5.263,-20.700,-249.996,****"
"6354.400,-3332.963,-5.261,-20.200,-249.972,****"
"6367.200,-3333.066,-5.260,-19.800,-249.980,****"
"6380.000,-3333.516,-5.258,-19.500,-250.014,****"
"6392.800,-3333.243,-5.255,-19.100,-249.993,****"
"6405.600,-3333.447,-5.253,-18.800,-250.009,****"
"6418.400,-3333.293,-5.251,-18.400,-249.997,****"
"6431.200,-3333.571,-5.249,-18.100,-250.018,****"
"6444.000,-3333.487,-5.247,-17.700,-250.012,****"
"6456.800,-3332.874,-5.245,-17.400,-249.966,****"
"6469.600,-3333.706,-5.243,-17.000,-250.028,****"
"6482.400,-3333.081,-5.241,-16.700,-249.981,****"
"6495.200,-3332.970,-5.238,-16.300,-249.973,****"
"6508.000,-3333.296,-5.236,-15.900,-249.997,****"
"6520.800,-3333.375,-5.234,-15.500,-250.003,****"
"6533.600,-3332.712,-5.232,-15.200,-249.953,****"
"6546.400,-3333.071,-5.229,-14.800,-249.980,****"
"6559.200,-3332.937,-5.227,-14.400,-249.970,****"
"6572.000,-3332.793,-5.224,-14.000,-249.959,****"
"6584.800,-3333.104,-5.222,-13.500,-249.983,****"
"6597.600,-3333.256,-5.219,-13.200,-249.994,****"
"6610.400,-3333.275,-5.217,-12.700,-249.996,****"
"6623.200,-3333.170,-5.214,-12.300,-249.988,****"
"6636.000,-3333.143,-5.211,-11.900,-249.986,****"
"6648.800,-3333.194,-5.208,-11.500,-249.990,****"
"6661.600,-3332.998,-5.206,-11.000,-249.975,****"
"6674.400,-3333.247,-5.203,-10.600,-249.994,****"
"6687.200,-3333.314,-5.200,-10.200,-249.999,****"
"6700.000,-3333.204,-5.197,-9.700,-249.990,****"
"6712.800,-3333.300,-5.194,-9.300,-249.998,****"
"6725.600,-3333.314,-5.191,-8.900,-249.999,****"
"6738.400,-3332.966,-5.188,-8.500,-249.972,****"
"6751.200,-3333.082,-5.185,-8.000,-249.981,****"
"6764.000,-3333.194,-5.181,-7.600,-249.990,****"
"6776.800,-3333.094,-5.178,-7.200,-249.982,****"
"6789.600,-3333.142,-5.175,-6.800,-249.986,****"
"6802.400,-3333.415,-5.172,-6.300,-250.006,****"
"6815.200,-3333.304,-5.168,-5.900,-249.998,****"
"6828.000,-3333.422,-5.165,-5.500,-250.007,****"
"6840.800,-3333.161,-5.162,0.000,-249.987,****"
"6853.600,-3333.159,-5.158,-4.600,-249.987,****"
"6866.400,-3333.003,-5.155,-4.200,-249.975,****"
"6879.200,-3333.098,-5.152,-3.800,-249.982,****"
"6892.000,-3333.255,-5.148,-3.300,-249.994,****"
"6904.800,-3333.331,-5.145,-3.000,-250.000,****"
"6917.600,-3333.072,-5.141,-2.500,-249.980,****"
"6930.400,-3333.227,-5.138,-2.100,-249.992,****"
"6943.200,-3333.017,-5.134,-1.600,-249.976,****"
"6956.000,-3333.283,-5.131,-1.200,-249.996,****"
"6968.800,-3333.213,-5.127,-0.700,-249.991,****"
"6981.600,-3333.440,-5.123,0.000,-250.008,****"
"6994.400,-3333.167,-5.120,0.000,-249.988,****"
"7007.200,-3333.178,-5.116,0.500,-249.988,****"
"7020.000,-3333.106,-5.112,0.900,-249.983,****"
"7032.800,-3333.046,-5.108,1.300,-249.978,****"
"7045.600,-3333.349,-5.105,1.700,-250.001,****"
"7058.400,-3333.338,-5.101,2.200,-250.000,****"
"7071.200,-3333.243,-5.097,2.600,-249.993,****"
"7084.000,-3332.801,-5.093,3.100,-249.960,****"
"7096.800,-3333.350,-5.089,3.500,-250.001,****"
"7109.600,-3333.469,-5.085,4.000,-250.010,****"
"7122.400,-3333.409,-5.081,4.400,-250.006,****"
"7135.200,-3333.326,-5.078,4.900,-249.999,****"
"7148.000,-3333.331,-5.074,5.200,-250.000,****"
"7160.800,-3333.318,-5.070,5.600,-249.999,****"
"7173.600,-3333.199,-5.066,6.100,-249.990,****"
"7186.400,-3333.246,-5.062,6.500,-249.993,****"
"7199.200,-3333.317,-5.059,6.900,-249.999,****"
"7212.000,-3333.413,-5.054,7.300,-250.006,****"
"7224.800,-3333.309,-5.051,7.800,-249.998,****"
"7237.600,-3333.276,-5.047,8.200,-249.996,****"
"7250.400,-3333.239,-5.043,8.600,-249.993,****"
"7263.200,-3333.422,-5.039,9.100,-250.007,****"
"7276.000,-3333.179,-5.035,9.500,-249.988,****"
"7288.800,-3333.217,-5.030,9.900,-249.991,****"
"7301.600,-3333.218,-5.027,10.300,-249.991,****"
"7314.400,-3333.432,-5.022,10.700,-250.007,****"
"7327.200,-3333.087,-5.018,11.100,-249.982,****"
"7340.000,-3333.247,-5.014,11.600,-249.994,****"
"7352.800,-3333.505,-5.011,12.000,-250.013,****"
"7365.600,-3333.549,-5.007,12.400,-250.016,****"
"7378.400,-3333.333,-5.003,12.900,-250.000,****"
"7391.200,-3333.246,-4.999,13.300,-249.993,****"
"7404.000,-3333.178,-4.995,13.700,-249.988,****"
"7416.800,-3333.309,-4.990,14.200,-249.998,****"
"7429.600,-3333.412,-4.986,14.600,-250.006,****"
"7442.400,-3333.339,-4.981,15.000,-250.000,****"
"7455.200,-3333.242,-4.976,15.500,-249.993,****"
"7468.000,-3333.427,-4.971,15.800,-250.007,****"
"7480.800,-3333.452,-4.967,16.300,-250.009,****"
"7493.600,-3333.169,-4.962,16.700,-249.988,****"
"7506.400,-3333.223,-4.958,17.100,-249.992,****"
"7519.200,-3333.073,-4.953,17.500,-249.980,****"
"7532.000,-3333.525,-4.949,18.000,-250.014,****"
"7544.800,-3333.300,-4.944,18.400,-249.998,****"
"7557.600,-3333.499,-4.940,18.900,-250.012,****"
"7570.400,-3333.287,-4.936,19.300,-249.996,****"
"7583.200,-3333.469,-4.932,19.700,-250.010,****"
"7596.000,-3333.148,-4.928,20.200,-249.986,****"
"7608.800,-3333.645,-4.924,20.600,-250.023,****"
"7621.600,-3333.331,-4.920,21.000,-250.000,****"
"7634.400,-3333.466,-4.916,21.400,-250.010,****"
"7647.200,-3333.406,-4.911,21.900,-250.005,****"
"7660.000,-3333.090,-4.907,22.300,-249.982,****"
"7672.800,-3333.542,-4.903,22.800,-250.016,****"
"7685.600,-3333.508,-4.899,23.200,-250.013,****"
"7698.400,-3333.075,-4.894,23.600,-249.981,****"
"7711.200,-3333.395,-4.890,24.000,-250.005,****"
"7724.000,-3333.605,-4.886,24.500,-250.020,****"
"7736.800,-3333.413,-4.881,24.800,-250.006,****"
"7749.600,-3333.415,-4.877,25.300,-250.006,****"
"7762.400,-3333.482,-4.872,25.700,-250.011,****"
"7775.200,-3333.138,-4.868,26.100,-249.985,****"
"7788.000,-3333.440,-4.863,26.600,-250.008,****"
"7800.800,-3333.389,-4.858,26.900,-250.004,****"
"7813.600,-3333.217,-4.854,27.400,-249.991,****"
"7826.400,-3333.826,-4.847,27.700,-250.037,****"
"7839.200,-3333.615,-4.841,28.100,-250.021,****"
"7852.000,-3333.272,-4.836,28.700,-249.995,****"
"7864.800,-3333.110,-4.832,29.200,-249.983,****"
"7877.600,-3333.502,-4.827,29.600,-250.013,****"
"7890.400,-3333.295,-4.822,30.000,-249.997,****"
"7903.200,-3333.180,-4.818,30.400,-249.988,****"
"7916.000,-3332.934,-4.813,30.800,-249.970,****"
"7928.800,-3333.431,-4.808,31.200,-250.007,****"
"7941.600,-3333.467,-4.802,31.700,-250.010,****"
"7954.400,-3333.519,-4.797,32.100,-250.014,****"
"7967.200,-3333.417,-4.792,32.500,-250.006,****"
"7980.000,-3333.781,-4.786,32.900,-250.034,****"
"7992.800,-3333.326,-4.780,33.400,-249.999,****"
"8005.600,-3333.346,-4.775,33.800,-250.001,****"
"8018.400,-3333.550,-4.769,34.200,-250.016,****"
"8031.200,-3333.284,-4.763,34.700,-249.996,****"
"8044.000,-3333.224,-4.756,35.100,-249.992,****"
"8056.800,-3333.685,-4.750,35.500,-250.026,****"
"8069.600,-3333.565,-4.744,35.900,-250.017,****"
"8082.400,-3333.707,-4.737,36.300,-250.028,****"
"8095.200,-3333.546,-4.730,36.800,-250.016,****"
"8108.000,-3333.587,-4.724,37.200,-250.019,****"
"8120.800,-3333.363,-4.716,37.600,-250.002,****"
"8133.600,-3333.502,-4.709,38.100,-250.013,****"
"8146.400,-3333.578,-4.701,38.500,-250.018,****"
"8159.200,-3333.613,-4.694,38.900,-250.021,****"
"8172.000,-3333.636,-4.686,39.400,-250.023,****"
"8184.800,-3333.714,-4.678,39.700,-250.029,****"
"8197.600,-3333.796,-4.670,40.200,-250.035,****"
"8210.400,-3333.742,-4.661,40.600,-250.031,****"
"8223.200,-3333.441,-4.652,41.060,-250.008,****"
"8236.000,-3333.726,-4.643,41.500,-250.029,****"
"8248.800,-3333.555,-4.634,41.900,-250.017,****"
"8261.600,-3333.554,-4.624,42.300,-250.017,****"
"8274.400,-3333.882,-4.613,42.700,-250.041,****"
"8287.200,-3333.852,-4.601,43.200,-250.039,****"
"8300.000,-3334.245,-4.589,43.600,-250.068,****"
"8312.800,-3333.750,-4.577,44.100,-250.031,****"
"8325.600,-3334.096,-4.564,44.500,-250.057,****"
"8338.400,-3334.127,-4.552,44.900,-250.060,****"
"8351.200,-3334.138,-4.538,45.300,-250.060,****"
"8364.000,-3334.043,-4.524,45.800,-250.053,****"
"8376.800,-3334.297,-4.510,46.200,-250.072,****"
"8389.600,-3334.118,-4.494,46.600,-250.059,****"
"8402.400,-3334.408,-4.478,47.000,-250.081,****"
"8415.200,-3334.524,-4.460,47.400,-250.089,****"
"8428.000,-3334.503,-4.442,47.900,-250.088,****"
"8440.800,-3334.570,-4.423,48.300,-250.093,****"
"8453.600,-3334.427,-4.403,48.800,-250.082,****"
"8466.400,-3334.555,-4.382,49.100,-250.092,****"
"8479.200,-3334.825,-4.360,49.600,-250.112,****"
"8492.000,-3334.709,-4.337,50.000,-250.103,****"
"8504.800,-3335.086,-4.312,50.400,-250.131,****"
"8517.600,-3335.264,-4.284,50.900,-250.145,****"
"8530.400,-3334.925,-4.255,51.300,-250.119,****"
"8543.200,-3335.358,-4.224,51.700,-250.152,****"
"8556.000,-3335.707,-4.192,52.100,-250.178,****"
"8568.800,-3336.005,-4.158,52.600,-250.200,****"
"8581.600,-3335.810,-4.121,53.000,-250.186,****"
"8594.400,-3335.824,-4.083,53.400,-250.187,****"
"8607.200,-3336.170,-4.043,53.900,-250.213,****"
"8620.000,-3336.419,-3.998,54.300,-250.231,****"
"8632.800,-3336.529,-3.953,54.700,-250.240,****"
"8645.600,-3336.993,-3.904,55.100,-250.274,****"
"8658.400,-3336.710,-3.855,55.600,-250.253,****"
"8671.200,-3336.946,-3.804,56.000,-250.271,****"
"8684.000,-3336.838,-3.750,56.400,-250.263,****"
"8696.800,-3337.339,-3.697,56.800,-250.300,****"
"8709.600,-3336.945,-3.642,57.300,-250.271,****"
"8722.400,-3337.123,-3.584,57.700,-250.284,****"
"8735.200,-3337.904,-3.524,58.100,-250.343,****"
"8748.000,-3338.175,-3.462,58.500,-250.363,****"
"8760.800,-3338.114,-3.397,59.000,-250.359,****"
"8773.600,-3338.408,-3.328,59.400,-250.381,****"
"8786.400,-3338.338,-3.258,59.800,-250.375,****"
"8799.200,-3338.275,-3.186,60.300,-250.371,****"
"8812.000,-3339.076,-3.113,60.700,-250.431,****"
"8824.800,-3339.023,-3.034,61.100,-250.427,****"
"8837.600,-3339.679,-2.953,61.600,-250.476,****"
"8850.400,-3339.398,-2.867,62.000,-250.455,****"
"8863.200,-3340.023,-2.781,62.400,-250.502,****"
"8876.000,-3339.622,-2.693,62.800,-250.472,****"
"8888.800,-3339.824,-2.606,63.200,-250.487,****"
"8901.600,-3340.120,-2.519,63.700,-250.509,****"
"8914.400,-3339.232,-2.432,64.100,-250.442,****"
"8927.200,-3340.140,-2.346,64.500,-250.510,****"
"8940.000,-3339.668,-2.260,65.000,-250.475,****"
"8952.800,-3339.301,-2.178,65.400,-250.448,****"
"8965.600,-3339.310,-2.096,65.800,-250.448,****"
"8978.400,-3338.522,-2.017,66.200,-250.389,****"
"8991.200,-3338.455,-1.945,66.600,-250.384,****"
"9004.000,-3338.316,-1.877,67.000,-250.374,****"
"9016.800,-3337.783,-1.814,67.500,-250.334,****"
"9029.600,-3337.103,-1.757,68.000,-250.283,****"
"9042.400,-3336.507,-1.708,68.400,-250.238,****"
"9055.200,-3336.268,-1.664,68.800,-250.220,****"
"9068.000,-3336.057,-1.625,69.200,-250.204,****"
"9080.800,-3335.646,-1.591,69.600,-250.173,****"
"9093.600,-3335.004,-1.561,70.100,-250.125,****"
"9106.400,-3334.907,-1.536,70.500,-250.118,****"
"9119.200,-3334.648,-1.512,70.900,-250.099,****"
"9132.000,-3334.690,-1.491,71.400,-250.102,****"
"9144.800,-3334.199,-1.472,71.800,-250.065,****"
"9157.600,-3334.314,-1.455,72.200,-250.074,****"
"9170.400,-3334.368,-1.439,72.700,-250.078,****"
"9183.200,-3333.992,-1.424,73.000,-250.049,****"
"9196.000,-3333.803,-1.410,73.500,-250.035,****"
"9208.800,-3333.763,-1.398,73.900,-250.032,****"
"9221.600,-3333.845,-1.386,74.400,-250.038,****"
"9234.400,-3334.021,-1.375,74.800,-250.052,****"
"9247.200,-3333.956,-1.365,75.200,-250.047,****"
"9260.000,-3333.791,-1.355,75.600,-250.034,****"
"9272.800,-3333.810,-1.346,76.000,-250.036,****"
"9285.600,-3333.761,-1.336,76.500,-250.032,****"
"9298.400,-3333.729,-1.327,76.900,-250.030,****"
"9311.200,-3333.372,-1.319,77.400,-250.003,****"
"9324.000,-3333.196,-1.311,77.800,-249.990,****"
"9336.800,-3333.504,-1.303,78.200,-250.013,****"
"9349.600,-3333.602,-1.296,78.600,-250.020,****"
"9362.400,-3333.366,-1.288,79.000,-250.002,****"
"9375.200,-3333.239,-1.281,79.500,-249.993,****"
"9388.000,-3333.704,-1.274,79.900,-250.028,****"
"9400.800,-3333.505,-1.267,80.300,-250.013,****"
"9413.600,-3333.269,-1.261,80.800,-249.995,****"
"9426.400,-3333.427,-1.254,81.100,-250.007,****"
"9439.200,-3333.333,-1.248,81.600,-250.000,****"
"9452.000,-3333.526,-1.241,82.100,-250.014,****"
"9464.800,-3333.572,-1.235,82.400,-250.018,****"
"9477.600,-3333.048,-1.229,82.800,-249.979,****"
"9490.400,-3333.191,-1.223,83.300,-249.989,****"
"9503.200,-3333.623,-1.217,83.700,-250.022,****"
"9516.000,-3333.479,-1.211,84.200,-250.011,****"
"9528.800,-3332.888,-1.205,84.500,-249.967,****"
"9541.600,-3333.526,-1.200,85.000,-250.014,****"
"9554.400,-3333.485,-1.194,85.400,-250.011,****"
"9567.200,-3333.777,-1.189,85.800,-250.033,****"
"9580.000,-3333.365,-1.183,86.300,-250.002,****"
"9592.800,-3333.326,-1.178,86.800,-249.999,****"
"9605.600,-3336.447,-1.173,87.200,-250.233,****"
"9618.400,-3333.434,-1.167,87.600,-250.008,****"
"9631.200,-3333.302,-1.162,88.000,-249.998,****"
"9644.000,-3333.461,-1.156,88.400,-250.010,****"
"9656.800,-3333.747,-1.151,88.900,-250.031,****"
"9669.600,-3330.367,-1.146,89.300,-249.778,****"
"9682.400,-3332.243,-1.141,89.700,-249.918,****"
"9695.200,-3333.409,-1.136,90.100,-250.006,****"
"9708.000,-3333.611,-1.131,90.600,-250.021,****"
"9720.800,-3333.023,-1.126,90.900,-249.977,****"
"9733.600,-3333.287,-1.122,91.400,-249.996,****"
"9746.400,-3333.430,-1.117,91.800,-250.007,****"
"9759.200,-3333.229,-1.112,92.300,-249.992,****"
"9772.000,-3333.376,-1.107,92.700,-250.003,****"
"9784.800,-3333.051,-1.102,93.100,-249.979,****"
"9797.600,-3333.583,-1.098,93.500,-250.019,****"
"9810.400,-3333.513,-1.093,94.000,-250.013,****"
"9823.200,-3333.441,-1.088,94.400,-250.008,****"
"9836.000,-3333.284,-1.084,94.800,-249.996,****"
"9848.800,-3333.473,-1.079,95.300,-250.010,****"
"9861.600,-3333.417,-1.075,95.600,-250.006,****"
"9874.400,-3333.412,-1.070,96.100,-250.006,****"
"9887.200,-3333.239,-1.066,96.500,-249.993,****"
"9900.000,-3333.505,-1.061,97.000,-250.013,****"
"9912.800,-3333.498,-1.057,97.400,-250.012,****"
"9925.600,-3333.239,-1.052,97.800,-249.993,****"
"9938.400,-3333.094,-1.048,98.200,-249.982,****"
"9951.200,-3333.613,-1.044,98.700,-250.021,****"
"9964.000,-3333.586,-1.040,99.100,-250.019,****"
"9976.800,-3333.620,-1.035,99.500,-250.021,****"
"9989.600,-3333.361,-1.031,100.000,-250.002,****"
"10002.400,-3333.393,-1.027,100.400,-250.004,****"
"10015.200,-3333.457,-1.022,100.800,-250.009,****"
"10028.000,-3332.829,-1.018,101.200,-249.962,****"
"10040.800,-3333.239,-1.014,101.600,-249.993,****"
"10053.600,-3333.254,-1.010,102.100,-249.994,****"
"10066.400,-3333.465,-1.006,102.500,-250.010,****"
"10079.200,-3333.537,-1.002,102.900,-250.015,****"
"10092.000,-3333.266,-0.998,103.400,-249.995,****"
"10104.800,-3333.149,-0.994,103.800,-249.986,****"
"10117.600,-3333.229,-0.990,104.200,-249.992,****"
"10130.400,-3333.384,-0.986,104.600,-250.004,****"
"10143.200,-3333.630,-0.982,104.900,-250.022,****"
"10156.000,-3332.909,-0.978,105.100,-249.968,****"
"10168.800,-3333.404,-0.974,105.100,-250.005,****"
"10181.600,-3333.303,-0.970,105.200,-249.998,****"
"10194.400,-3333.259,-0.967,105.300,-249.994,****"
"10207.200,-3333.265,-0.963,105.300,-249.995,****"
"10220.000,-3333.327,-0.960,105.300,-250.000,****"
"10232.800,-3333.314,-0.956,105.300,-249.999,****"
"10245.600,-3333.117,-0.953,105.300,-249.984,****"
"10258.400,-3333.263,-0.950,105.300,-249.995,****"
"10271.200,-3333.156,-0.946,105.300,-249.987,****"
"10284.000,-3333.602,-0.943,105.200,-250.020,****"
"10296.800,-3333.269,-0.940,105.200,-249.995,****"
"10309.600,-3333.243,-0.937,105.200,-249.993,****"
"10322.400,-3333.394,-0.934,105.200,-250.005,****"
"10335.200,-3333.233,-0.931,105.200,-249.992,****"
"10348.000,-3333.129,-0.928,105.100,-249.985,****"
"10360.800,-3333.120,-0.925,105.100,-249.984,****"
"10373.600,-3333.132,-0.922,105.100,-249.985,****"
"10386.400,-3333.539,-0.920,105.100,-250.015,****"
"10399.200,-3333.148,-0.917,105.100,-249.986,****"
"10412.000,-3333.276,-0.914,105.100,-249.996,****"
"10424.800,-3333.362,-0.911,105.000,-250.002,****"
"10437.600,-3333.221,-0.909,105.100,-249.992,****"
"10450.400,-3332.929,-0.906,105.000,-249.970,****"
"10463.200,-3333.415,-0.904,105.100,-250.006,****"
"10476.000,-3333.181,-0.901,105.100,-249.989,****"
"10488.800,-3333.501,-0.898,105.000,-250.013,****"
"10501.600,-3333.296,-0.896,105.000,-249.997,****"
"10514.400,-3332.960,-0.894,105.100,-249.972,****"
"10527.200,-3333.068,-0.891,105.000,-249.980,****"
"10540.000,-3333.307,-0.889,105.000,-249.998,****"
"10552.800,-3333.163,-0.886,105.000,-249.987,****"
"10565.600,-3333.500,-0.884,105.000,-250.012,****"
"10578.400,-3333.165,-0.882,105.100,-249.987,****"
"10591.200,-3333.539,-0.880,105.000,-250.015,****"
"10604.000,-3333.170,-0.877,105.000,-249.988,****"
"10616.800,-3332.631,-0.875,105.100,-249.947,****"
"10629.600,-3333.126,-0.873,105.000,-249.984,****"
"10642.400,-3333.369,-0.871,105.000,-250.003,****"
"10655.200,-3333.022,-0.869,105.000,-249.977,****"
"10668.000,-3333.181,-0.867,105.000,-249.989,****"
"10680.800,-3333.022,-0.865,105.000,-249.977,****"
"10693.600,-3333.304,-0.863,105.000,-249.998,****"
"10706.400,-3333.364,-0.861,105.000,-250.002,****"
"10719.200,-3333.200,-0.859,105.000,-249.990,****"
"10732.000,-3332.743,-0.857,105.000,-249.956,****"
"10744.800,-3333.440,-0.855,105.000,-250.008,****"
"10757.600,-3333.132,-0.853,105.000,-249.985,****"
"10770.400,-3332.668,-0.851,105.000,-249.950,****"
"10783.200,-3332.843,-0.849,105.000,-249.963,****"
"10796.000,-3333.244,-0.848,105.100,-249.993,****"
"10808.800,-3332.910,-0.846,105.000,-249.968,****"
"10821.600,-3332.912,-0.844,105.000,-249.968,****"
"10834.400,-3332.760,-0.842,105.000,-249.957,****"
"10847.200,-3333.207,-0.840,105.000,-249.991,****"
"10860.000,-3333.228,-0.839,105.000,-249.992,****"
"10872.800,-3332.795,-0.837,105.000,-249.960,****"
"10885.600,-3332.784,-0.835,105.000,-249.959,****"
"10898.400,-3332.956,-0.834,105.000,-249.972,****"
"10911.200,-3333.068,-0.832,105.000,-249.980,****"
"10924.000,-3333.184,-0.831,105.000,-249.989,****"
"10936.800,-3333.535,-0.829,105.000,-250.015,****"
"10949.600,-3333.235,-0.828,105.000,-249.993,****"
"10962.400,-3333.171,-0.826,105.000,-249.988,****"
"10975.200,-3333.070,-0.824,105.000,-249.980,****"
"10988.000,-3333.142,-0.823,105.000,-249.986,****"
"11000.800,-3333.502,-0.822,105.000,-250.013,****"
"11013.600,-3332.833,-0.820,105.000,-249.962,****"
"11026.400,-3333.369,-0.819,105.000,-250.003,****"
"11039.200,-3333.180,-0.817,105.000,-249.988,****"
"11052.000,-3333.729,-0.816,105.000,-250.030,****"
"11064.800,-3332.482,-0.814,105.000,-249.936,****"
"11077.600,-3333.131,-0.813,105.000,-249.985,****"
"11090.400,-3332.551,-0.812,105.000,-249.941,****"
"11103.200,-3333.111,-0.810,105.000,-249.983,****"
"11116.000,-3332.710,-0.809,105.000,-249.953,****"
"11128.800,-3332.870,-0.808,105.000,-249.965,****"
"11141.600,-3333.581,-0.806,105.000,-250.019,****"
"11154.400,-3333.289,-0.805,105.000,-249.997,****"
"11167.200,-3333.160,-0.804,105.000,-249.987,****"
"11180.000,-3333.405,-0.803,105.000,-250.005,****"
"11192.800,-3332.761,-0.802,105.000,-249.957,****"
"11205.600,-3333.237,-0.800,105.000,-249.993,****"
"11218.400,-3333.206,-0.799,105.000,-249.990,****"
"11231.200,-3332.968,-0.798,105.000,-249.973,****"
"11244.000,-3333.115,-0.797,105.000,-249.984,****"
"11256.800,-3333.031,-0.796,105.000,-249.977,****"
"11269.600,-3333.278,-0.794,105.000,-249.996,****"
"11282.400,-3333.504,-0.793,105.000,-250.013,****"
"11295.200,-3332.711,-0.792,105.000,-249.953,****"
"11308.000,-3332.768,-0.791,105.000,-249.958,****"
"11320.800,-3332.945,-0.790,105.000,-249.971,****"
"11333.600,-3332.967,-0.789,105.000,-249.973,****"
"11346.400,-3333.382,-0.788,105.000,-250.004,****"
"11359.200,-3332.418,-0.787,105.000,-249.931,****"
"11372.000,-3333.110,-0.786,105.000,-249.983,****"
"11384.800,-3333.151,-0.785,105.000,-249.986,****"
"11397.600,-3332.524,-0.784,105.000,-249.939,****"
"11410.400,-3332.556,-0.783,105.100,-249.942,****"
"11423.200,-3333.534,-0.782,105.000,-250.015,****"
"11436.000,-3332.982,-0.781,105.000,-249.974,****"
"11448.800,-3333.477,-0.780,105.000,-250.011,****"
"11461.600,-3332.805,-0.779,105.000,-249.960,****"
"11474.400,-3333.298,-0.778,105.000,-249.997,****"
"11487.200,-3333.747,-0.777,105.000,-250.031,****"
"11500.000,-3333.331,-0.776,105.000,-250.000,****"
"11512.800,-3332.730,-0.775,105.000,-249.955,****"
"11525.600,-3332.561,-0.775,105.000,-249.942,****"
"11538.400,-3333.137,-0.774,105.000,-249.985,****"
"11551.200,-3333.305,-0.773,105.000,-249.998,****"
"11564.000,-3333.116,-0.772,105.000,-249.984,****"
"11576.800,-3333.194,-0.771,105.000,-249.990,****"
"11589.600,-3332.616,-0.770,105.000,-249.946,****"
"11602.400,-3333.468,-0.770,105.000,-250.010,****"
"11614.990,-3332.961,-0.769,105.000,-249.972,****"
