FLUKE 287,  V1.16,38020004,,,,,,,,,,,,
,,,,,,,,,,,,,,
To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0',,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name,,,,,,,
1/23/2019 17:43,1/23/2019 21:00,3:17:01,5:00:00,476,1,476,,,,,,,,
Max Time,Max,,Average,,Min,,Min Time,Scaling,,,,,,
1/23/2019 17:47,101.9,°C,38.4299534,°C,-35.7,°C,1/23/2019 19:15,(none),,,,,,
,,,,,,,,,,,,,,
Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
135,Sample,9.1,39:43.1,9.533333333,,,,,,,,,,
135,Min,9.1,39:43.1,,,,,,,,,,,
135,Max,10,39:45.1,,,,,,,,,,,
136,Sample,10.2,39:45.4,9.930555556,,,,,,,,,,
136,Max,10.4,39:46.2,,,,,,,,,,,
136,Min,9.3,39:49.6,,,,,,,,,,,
137,Sample,9,39:50.0,8.887804878,,,,,,,,,,
137,Min,8.3,39:51.4,,,,,,,,,,,
137,Max,9.8,39:54.8,,,,,,,,,,,
138,Sample,10,39:55.2,9.59516129,,,,,,,,,,
138,Max,10.1,39:55.6,,,,,,,,,,,
138,Min,9.2,40:02.7,,,,,,,,,,,
139,Sample,8.9,40:03.0,8.685714286,,,,,,,,,,
139,Max,8.9,40:03.0,,,,,,,,,,,
139,Min,8.2,40:04.6,,,,,,,,,,,
140,Sample,7.8,40:04.8,7.702222222,,,,,,,,,,
140,Min,7,40:06.5,,,,,,,,,,,
140,Max,8.7,40:10.1,,,,,,,,,,,
141,Sample,8.9,40:10.5,8.98,,,,,,,,,,
141,Max,9.4,40:11.5,,,,,,,,,,,
141,Min,8.1,40:13.8,,,,,,,,,,,
142,Sample,7.9,40:14.3,7.472727273,,,,,,,,,,
142,Max,7.9,40:14.3,,,,,,,,,,,
142,Min,7,40:15.5,,,,,,,,,,,
143,Sample,6.9,40:15.7,7.2,,,,,,,,,,
143,Min,6.9,40:15.7,,,,,,,,,,,
143,Max,7.6,40:17.2,,,,,,,,,,,
144,Sample,7.9,40:17.6,8.321428571,,,,,,,,,,
144,Min,7.9,40:17.6,,,,,,,,,,,
144,Max,8.8,40:19.2,,,,,,,,,,,
145,Sample,9,40:19.4,8.375362319,,,,,,,,,,
145,Max,9,40:19.4,,,,,,,,,,,
145,Min,8.1,40:26.2,,,,,,,,,,,
146,Sample,8,40:28.1,7.525,,,,,,,,,,
146,Max,8,40:28.1,,,,,,,,,,,
146,Min,7.1,40:30.4,,,,,,,,,,,
147,Sample,6.9,40:30.7,6.888888889,,,,,,,,,,
147,Min,6.2,40:31.4,,,,,,,,,,,
147,Max,7.8,40:34.8,,,,,,,,,,,
148,Sample,7.9,40:35.2,7.842857143,,,,,,,,,,
148,Max,8.1,40:35.6,,,,,,,,,,,
148,Min,7.4,40:37.5,,,,,,,,,,,
149,Sample,6.9,40:37.9,6.471428571,,,,,,,,,,
149,Max,6.9,40:37.9,,,,,,,,,,,
149,Min,6,40:39.4,,,,,,,,,,,
150,Sample,5.9,40:39.6,6.244444444,,,,,,,,,,
150,Min,5.9,40:39.6,,,,,,,,,,,
150,Max,6.8,40:41.5,,,,,,,,,,,
151,Sample,7,40:41.9,7.426666667,,,,,,,,,,
151,Min,7,40:41.9,,,,,,,,,,,
151,Max,7.9,40:43.5,,,,,,,,,,,
152,Sample,8,40:43.8,7.60952381,,,,,,,,,,
152,Max,8,40:43.8,,,,,,,,,,,
152,Min,7.1,40:46.0,,,,,,,,,,,
153,Sample,7,40:46.4,6.922535211,,,,,,,,,,
153,Max,7.1,40:48.3,,,,,,,,,,,
153,Min,6.1,40:55.0,,,,,,,,,,,
154,Sample,6,40:55.4,6.183333333,,,,,,,,,,
154,Min,5.7,40:56.5,,,,,,,,,,,
154,Max,6.9,40:58.8,,,,,,,,,,,
155,Sample,7.2,40:59.2,7.1125,,,,,,,,,,
155,Max,7.6,41:00.3,,,,,,,,,,,
155,Min,6.3,41:02.9,,,,,,,,,,,
156,Sample,6,41:03.2,5.872222222,,,,,,,,,,
156,Min,5.3,41:04.3,,,,,,,,,,,
156,Max,6.8,41:07.4,,,,,,,,,,,
157,Sample,7,41:07.8,6.756666667,,,,,,,,,,
157,Max,7.3,41:08.5,,,,,,,,,,,
157,Min,6.1,41:11.0,,,,,,,,,,,
158,Sample,5.9,41:11.5,5.794444444,,,,,,,,,,
158,Max,6.2,41:13.0,,,,,,,,,,,
158,Min,5.1,41:20.1,,,,,,,,,,,
159,Sample,4.6,41:20.6,4.855,,,,,,,,,,
159,Min,4.4,41:20.9,,,,,,,,,,,
159,Max,5.5,41:22.8,,,,,,,,,,,
160,Sample,5.7,41:23.1,5.852173913,,,,,,,,,,
160,Max,6.6,41:25.0,,,,,,,,,,,
160,Min,4.9,41:28.4,,,,,,,,,,,
161,Sample,4.6,41:29.0,4.874074074,,,,,,,,,,
161,Min,4.6,41:29.0,,,,,,,,,,,
161,Max,5.5,41:32.1,,,,,,,,,,,
162,Sample,5.6,41:32.4,5.682608696,,,,,,,,,,
162,Max,6.2,41:34.0,,,,,,,,,,,
162,Min,4.8,41:43.3,,,,,,,,,,,
163,Sample,4.6,41:44.1,4.1,,,,,,,,,,
163,Max,4.6,41:44.1,,,,,,,,,,,
163,Min,3.7,41:45.9,,,,,,,,,,,
164,Sample,3.5,41:46.4,3.815,,,,,,,,,,
164,Min,3.4,41:46.6,,,,,,,,,,,
164,Max,4.3,41:48.5,,,,,,,,,,,
165,Sample,4.5,41:48.9,4.926666667,,,,,,,,,,
165,Min,4.5,41:48.9,,,,,,,,,,,
165,Max,5.4,41:50.3,,,,,,,,,,,
166,Sample,5.6,41:50.8,5.111111111,,,,,,,,,,
166,Max,5.6,41:50.8,,,,,,,,,,,
166,Min,4.8,41:51.5,,,,,,,,,,,
167,Sample,4.5,41:52.0,4.029411765,,,,,,,,,,
167,Max,4.5,41:52.0,,,,,,,,,,,
167,Min,3.7,41:53.7,,,,,,,,,,,
168,Sample,3.3,41:54.1,3.657142857,,,,,,,,,,
168,Min,3.2,41:54.5,,,,,,,,,,,
168,Max,4.3,41:56.4,,,,,,,,,,,
169,Sample,4.5,41:56.8,4.466346154,,,,,,,,,,
169,Max,5.2,41:57.9,,,,,,,,,,,
169,Min,3.8,42:09.5,,,,,,,,,,,
170,Sample,3.4,42:09.9,3.551851852,,,,,,,,,,
170,Min,3,42:10.5,,,,,,,,,,,
170,Max,4.2,42:12.8,,,,,,,,,,,
171,Sample,4.5,42:13.3,4.465217391,,,,,,,,,,
171,Max,4.9,42:14.4,,,,,,,,,,,
171,Min,3.6,42:15.8,,,,,,,,,,,
172,Sample,3.4,42:16.2,3.52,,,,,,,,,,
172,Min,3.1,42:17.3,,,,,,,,,,,
172,Max,4.3,42:20.4,,,,,,,,,,,
173,Sample,4.4,42:20.6,4.11372549,,,,,,,,,,
173,Max,4.9,42:21.8,,,,,,,,,,,
173,Min,3.5,42:26.3,,,,,,,,,,,
174,Sample,3.4,42:27.1,3.361290323,,,,,,,,,,
174,Max,3.6,42:30.1,,,,,,,,,,,
174,Min,2.5,42:34.5,,,,,,,,,,,
175,Sample,2.4,42:34.9,2.753333333,,,,,,,,,,
175,Min,2.4,42:34.9,,,,,,,,,,,
175,Max,3.1,42:36.3,,,,,,,,,,,
176,Sample,3.4,42:36.8,3.872222222,,,,,,,,,,
176,Min,3.4,42:36.8,,,,,,,,,,,
176,Max,4.3,42:38.6,,,,,,,,,,,
177,Sample,4.5,42:39.1,3.375,,,,,,,,,,
177,Max,4.5,42:39.1,,,,,,,,,,,
177,Min,2.5,42:41.3,,,,,,,,,,,
178,Sample,2.2,42:41.6,2.386206897,,,,,,,,,,
178,Min,1.9,42:42.4,,,,,,,,,,,
178,Max,3.1,42:45.0,,,,,,,,,,,
179,Sample,3.3,42:45.3,3.006542056,,,,,,,,,,
179,Max,4.2,42:46.9,,,,,,,,,,,
179,Min,2.4,42:52.5,,,,,,,,,,,
180,Sample,2.3,42:58.8,2.247727273,,,,,,,,,,
180,Min,1.6,43:01.1,,,,,,,,,,,
180,Max,3.1,43:04.1,,,,,,,,,,,
181,Sample,3.3,43:04.4,3.133333333,,,,,,,,,,
181,Max,3.6,43:04.9,,,,,,,,,,,
181,Min,2.5,43:07.4,,,,,,,,,,,
182,Sample,2.3,43:07.8,2.143181818,,,,,,,,,,
182,Min,1.5,43:09.3,,,,,,,,,,,
182,Max,3.2,43:13.1,,,,,,,,,,,
183,Sample,3.3,43:13.3,2.722727273,,,,,,,,,,
183,Max,3.3,43:13.3,,,,,,,,,,,
183,Min,2.4,43:15.3,,,,,,,,,,,
184,Sample,2.2,43:16.1,1.85,,,,,,,,,,
184,Max,2.2,43:16.1,,,,,,,,,,,
184,Min,1.3,43:22.8,,,,,,,,,,,
185,Sample,1.1,43:23.2,0.688235294,,,,,,,,,,
185,Max,1.1,43:23.2,,,,,,,,,,,
185,Min,0.2,43:25.0,,,,,,,,,,,
186,Sample,0,43:25.4,0.020833333,,,,,,,,,,
186,Min,-0.4,43:26.1,,,,,,,,,,,
186,Max,0.6,43:27.9,,,,,,,,,,,
187,Sample,1,43:28.4,1.435714286,,,,,,,,,,
187,Min,1,43:28.4,,,,,,,,,,,
187,Max,1.9,43:29.8,,,,,,,,,,,
188,Sample,2,43:30.2,1.666666667,,,,,,,,,,
188,Max,2.1,43:30.7,,,,,,,,,,,
188,Min,1.1,43:32.1,,,,,,,,,,,
189,Sample,0.8,43:32.5,0.813333333,,,,,,,,,,
189,Min,0.4,43:35.5,,,,,,,,,,,
189,Max,1.6,43:37.7,,,,,,,,,,,
190,Sample,1.8,43:38.1,1.287142857,,,,,,,,,,
190,Max,1.9,43:38.5,,,,,,,,,,,
190,Min,0.9,43:46.4,,,,,,,,,,,
191,Sample,0.6,43:47.0,0.207692308,,,,,,,,,,
191,Max,0.6,43:47.0,,,,,,,,,,,
191,Min,-0.1,43:48.2,,,,,,,,,,,
192,Sample,-0.4,43:48.7,-0.180769231,,,,,,,,,,
192,Min,-0.7,43:49.3,,,,,,,,,,,
192,Max,0.5,43:51.5,,,,,,,,,,,
193,Sample,0.8,43:52.0,1.294117647,,,,,,,,,,
193,Min,0.8,43:52.0,,,,,,,,,,,
193,Max,1.7,43:53.8,,,,,,,,,,,
194,Sample,1.8,43:54.2,1.341666667,,,,,,,,,,
194,Max,1.8,43:54.2,,,,,,,,,,,
194,Min,0.9,43:55.4,,,,,,,,,,,
195,Sample,0.7,43:55.7,0.213333333,,,,,,,,,,
195,Max,0.7,43:55.7,,,,,,,,,,,
195,Min,-0.2,43:57.1,,,,,,,,,,,
196,Sample,-0.4,43:57.6,-0.231428571,,,,,,,,,,
196,Min,-0.6,43:59.0,,,,,,,,,,,
196,Max,0.4,44:01.6,,,,,,,,,,,
197,Sample,0.7,44:02.1,0.3775,,,,,,,,,,
197,Max,0.9,44:02.5,,,,,,,,,,,
197,Min,-0.2,44:11.7,,,,,,,,,,,
198,Sample,-0.4,44:12.2,-0.6,,,,,,,,,,
198,Min,-1.3,44:14.0,,,,,,,,,,,
198,Max,0.3,44:17.4,,,,,,,,,,,
199,Sample,0.6,44:17.8,0.442857143,,,,,,,,,,
199,Max,0.9,44:18.5,,,,,,,,,,,
199,Min,-0.2,44:20.1,,,,,,,,,,,
200,Sample,-0.4,44:20.4,-0.475,,,,,,,,,,
200,Min,-1,44:22.3,,,,,,,,,,,
200,Max,0.5,44:25.6,,,,,,,,,,,
201,Sample,0.6,44:26.0,0.305714286,,,,,,,,,,
201,Max,0.8,44:26.8,,,,,,,,,,,
201,Min,-0.3,44:30.2,,,,,,,,,,,
202,Sample,-0.5,44:30.4,-0.643076923,,,,,,,,,,
202,Max,-0.3,44:32.4,,,,,,,,,,,
202,Min,-1.3,44:37.5,,,,,,,,,,,
203,Sample,-1.5,44:38.7,-1.133333333,,,,,,,,,,
203,Min,-1.5,44:38.7,,,,,,,,,,,
203,Max,-0.6,44:40.9,,,,,,,,,,,
204,Sample,-0.4,44:41.3,-0.674390244,,,,,,,,,,
204,Max,0.5,44:43.1,,,,,,,,,,,
204,Min,-1.3,44:48.5,,,,,,,,,,,
205,Sample,-1.4,45:01.9,-1.893333333,,,,,,,,,,
205,Max,-1.4,45:01.9,,,,,,,,,,,
205,Min,-2.3,45:03.3,,,,,,,,,,,
206,Sample,-2.6,45:03.8,-2.627777778,,,,,,,,,,
206,Min,-3.3,45:05.0,,,,,,,,,,,
206,Max,-1.7,45:07.9,,,,,,,,,,,
207,Sample,-1.4,45:08.4,-1.690909091,,,,,,,,,,
207,Max,-1.1,45:09.0,,,,,,,,,,,
207,Min,-2.3,45:13.5,,,,,,,,,,,
208,Sample,-2.6,45:14.0,-2.183333333,,,,,,,,,,
208,Min,-2.6,45:14.0,,,,,,,,,,,
208,Max,-1.7,45:15.7,,,,,,,,,,,
209,Sample,-1.6,45:16.2,-1.641463415,,,,,,,,,,
209,Max,-1,45:17.3,,,,,,,,,,,
209,Min,-2.3,45:26.3,,,,,,,,,,,
210,Sample,-2.6,45:26.7,-2.995,,,,,,,,,,
210,Max,-2.6,45:26.7,,,,,,,,,,,
210,Min,-3.3,45:28.9,,,,,,,,,,,
211,Sample,-3.6,45:29.2,-3.26875,,,,,,,,,,
211,Min,-3.6,45:29.2,,,,,,,,,,,
211,Max,-2.8,45:30.8,,,,,,,,,,,
212,Sample,-2.6,45:31.2,-2.16,,,,,,,,,,
212,Min,-2.6,45:31.2,,,,,,,,,,,
212,Max,-1.8,45:32.6,,,,,,,,,,,
213,Sample,-1.5,45:33.1,-1.761111111,,,,,,,,,,
213,Max,-1.4,45:33.3,,,,,,,,,,,
213,Min,-2.2,45:34.8,,,,,,,,,,,
214,Sample,-2.5,45:35.3,-2.992857143,,,,,,,,,,
214,Max,-2.5,45:35.3,,,,,,,,,,,
214,Min,-3.4,45:36.7,,,,,,,,,,,
215,Sample,-3.6,45:37.1,-3.463333333,,,,,,,,,,
215,Min,-3.9,45:38.2,,,,,,,,,,,
215,Max,-2.9,45:40.4,,,,,,,,,,,
216,Sample,-2.5,45:40.9,-2.647368421,,,,,,,,,,
216,Max,-2.1,45:41.6,,,,,,,,,,,
216,Min,-3.4,45:45.4,,,,,,,,,,,
217,Sample,-3.5,45:45.7,-3.625531915,,,,,,,,,,
217,Max,-3.3,45:48.8,,,,,,,,,,,
217,Min,-4.4,45:51.3,,,,,,,,,,,
218,Sample,-4.5,45:51.7,-4.811764706,,,,,,,,,,
218,Max,-4.5,45:51.7,,,,,,,,,,,
218,Min,-5.3,45:53.6,,,,,,,,,,,
219,Sample,-5.6,45:53.9,-5.255555556,,,,,,,,,,
219,Min,-5.6,45:53.9,,,,,,,,,,,
219,Max,-4.7,45:55.8,,,,,,,,,,,
220,Sample,-4.5,45:56.2,-4.06,,,,,,,,,,
220,Min,-4.5,45:56.2,,,,,,,,,,,
220,Max,-3.6,45:57.7,,,,,,,,,,,
221,Sample,-3.4,45:58.1,-3.875,,,,,,,,,,
221,Max,-3.4,45:58.1,,,,,,,,,,,
221,Min,-4.3,46:00.6,,,,,,,,,,,
222,Sample,-4.5,46:01.1,-4.351612903,,,,,,,,,,
222,Max,-3.6,46:06.7,,,,,,,,,,,
222,Min,-5.3,46:16.4,,,,,,,,,,,
223,Sample,-5.5,46:16.8,-5.635897436,,,,,,,,,,
223,Min,-6.2,46:19.0,,,,,,,,,,,
223,Max,-4.7,46:21.3,,,,,,,,,,,
224,Sample,-4.5,46:21.7,-4.028571429,,,,,,,,,,
224,Min,-4.5,46:21.7,,,,,,,,,,,
224,Max,-3.6,46:23.1,,,,,,,,,,,
225,Sample,-3.4,46:23.5,-3.666666667,,,,,,,,,,
225,Max,-3.4,46:23.5,,,,,,,,,,,
225,Min,-3.9,46:24.2,,,,,,,,,,,
226,Sample,-4.4,46:24.7,-4.908695652,,,,,,,,,,
226,Max,-4.4,46:24.7,,,,,,,,,,,
226,Min,-5.3,46:27.2,,,,,,,,,,,
227,Sample,-5.4,46:27.6,-5.085714286,,,,,,,,,,
227,Min,-5.4,46:27.6,,,,,,,,,,,
227,Max,-4.6,46:29.9,,,,,,,,,,,
228,Sample,-4.3,46:30.3,-4.392771084,,,,,,,,,,
228,Max,-3.7,46:31.8,,,,,,,,,,,
228,Min,-5.2,46:40.3,,,,,,,,,,,
229,Sample,-5.6,46:40.7,-6.045833333,,,,,,,,,,
229,Max,-5.6,46:40.7,,,,,,,,,,,
229,Min,-6.5,46:43.2,,,,,,,,,,,
230,Sample,-6.6,46:43.7,-6.183333333,,,,,,,,,,
230,Min,-6.6,46:43.7,,,,,,,,,,,
230,Max,-5.7,46:45.5,,,,,,,,,,,
231,Sample,-5.5,46:46.0,-5.4475,,,,,,,,,,
231,Max,-4.6,46:47.8,,,,,,,,,,,
231,Min,-6.4,46:50.8,,,,,,,,,,,
232,Sample,-6.5,46:51.1,-6.136363636,,,,,,,,,,
232,Min,-6.5,46:51.1,,,,,,,,,,,
232,Max,-5.7,46:53.4,,,,,,,,,,,
233,Sample,-5.5,46:53.9,-5.676315789,,,,,,,,,,
233,Max,-4.9,46:55.3,,,,,,,,,,,
233,Min,-6.4,47:02.8,,,,,,,,,,,
234,Sample,-6.6,47:03.5,-6.947619048,,,,,,,,,,
234,Max,-6.6,47:03.5,,,,,,,,,,,
234,Min,-7.5,47:05.8,,,,,,,,,,,
235,Sample,-7.7,47:06.2,-7.752777778,,,,,,,,,,
235,Min,-8.3,47:07.7,,,,,,,,,,,
235,Max,-6.9,47:10.2,,,,,,,,,,,
236,Sample,-6.6,47:10.7,-6.675,,,,,,,,,,
236,Max,-6,47:11.7,,,,,,,,,,,
236,Min,-7.5,47:14.3,,,,,,,,,,,
237,Sample,-7.7,47:14.7,-7.766666667,,,,,,,,,,
237,Min,-8.3,47:16.6,,,,,,,,,,,
237,Max,-6.8,47:18.8,,,,,,,,,,,
238,Sample,-6.6,47:19.2,-7.009638554,,,,,,,,,,
238,Max,-6.1,47:20.2,,,,,,,,,,,
238,Min,-7.5,47:28.2,,,,,,,,,,,
239,Sample,-7.7,47:29.7,-7.92195122,,,,,,,,,,
239,Min,-8.6,47:31.9,,,,,,,,,,,
239,Max,-6.9,47:34.5,,,,,,,,,,,
240,Sample,-6.6,47:34.9,-6.836363636,,,,,,,,,,
240,Max,-6.1,47:35.7,,,,,,,,,,,
240,Min,-7.5,47:37.9,,,,,,,,,,,
241,Sample,-7.7,47:39.1,-7.702439024,,,,,,,,,,
241,Min,-8.2,47:41.3,,,,,,,,,,,
241,Max,-6.8,47:43.9,,,,,,,,,,,
242,Sample,-6.5,47:44.3,-6.751851852,,,,,,,,,,
242,Max,-6.3,47:45.0,,,,,,,,,,,
242,Min,-7.4,47:47.2,,,,,,,,,,,
243,Sample,-7.6,47:47.7,-7.794827586,,,,,,,,,,
243,Max,-7.6,47:47.7,,,,,,,,,,,
243,Min,-8.6,47:54.7,,,,,,,,,,,
244,Sample,-8.8,47:55.1,-9.2625,,,,,,,,,,
244,Max,-8.8,47:55.1,,,,,,,,,,,
244,Min,-9.6,47:57.0,,,,,,,,,,,
245,Sample,-9.8,47:58.1,-9.475,,,,,,,,,,
245,Min,-9.8,47:58.1,,,,,,,,,,,
245,Max,-9.1,47:59.2,,,,,,,,,,,
246,Sample,-8.8,47:59.6,-8.358333333,,,,,,,,,,
246,Min,-8.8,47:59.6,,,,,,,,,,,
246,Max,-8,48:00.7,,,,,,,,,,,
247,Sample,-7.7,48:01.2,-7.314285714,,,,,,,,,,
247,Min,-7.7,48:01.2,,,,,,,,,,,
247,Max,-6.9,48:02.6,,,,,,,,,,,
248,Sample,-6.7,48:02.9,-7.044444444,,,,,,,,,,
248,Max,-6.7,48:02.9,,,,,,,,,,,
248,Min,-7.6,48:04.9,,,,,,,,,,,
249,Sample,-7.8,48:05.3,-8.341666667,,,,,,,,,,
249,Max,-7.8,48:05.3,,,,,,,,,,,
249,Min,-8.6,48:07.9,,,,,,,,,,,
250,Sample,-8.8,48:08.3,-8.52,,,,,,,,,,
250,Min,-8.9,48:08.5,,,,,,,,,,,
250,Max,-7.9,48:10.4,,,,,,,,,,,
251,Sample,-7.7,48:10.8,-8.060784314,,,,,,,,,,
251,Max,-7.3,48:11.6,,,,,,,,,,,
251,Min,-8.6,48:16.9,,,,,,,,,,,
252,Sample,-8.7,48:17.2,-9.05,,,,,,,,,,
252,Max,-8.7,48:17.2,,,,,,,,,,,
252,Min,-9.5,48:19.5,,,,,,,,,,,
253,Sample,-9.7,48:19.8,-9.842857143,,,,,,,,,,
253,Max,-9.6,48:20.3,,,,,,,,,,,
253,Min,-10.3,48:22.1,,,,,,,,,,,
254,Sample,-10.7,48:22.4,-10.5,,,,,,,,,,
254,Min,-10.8,48:22.8,,,,,,,,,,,
254,Max,-10,48:24.2,,,,,,,,,,,
255,Sample,-9.7,48:24.8,-9.185714286,,,,,,,,,,
255,Min,-9.7,48:24.8,,,,,,,,,,,
255,Max,-8.8,48:26.2,,,,,,,,,,,
256,Sample,-8.6,48:26.5,-8.98,,,,,,,,,,
256,Max,-8.6,48:26.5,,,,,,,,,,,
256,Min,-9.5,48:28.1,,,,,,,,,,,
257,Sample,-9.7,48:28.4,-9.944329897,,,,,,,,,,
257,Max,-9,48:37.4,,,,,,,,,,,
257,Min,-10.6,48:40.5,,,,,,,,,,,
258,Sample,-10.8,48:40.8,-10.52777778,,,,,,,,,,
258,Min,-10.9,48:41.2,,,,,,,,,,,
258,Max,-9.9,48:42.7,,,,,,,,,,,
259,Sample,-9.7,48:43.0,-9.759782609,,,,,,,,,,
259,Max,-8.9,48:44.6,,,,,,,,,,,
259,Min,-10.6,48:54.2,,,,,,,,,,,
260,Sample,-10.7,48:54.6,-10.90731707,,,,,,,,,,
260,Min,-11.5,48:56.1,,,,,,,,,,,
260,Max,-9.9,48:59.6,,,,,,,,,,,
261,Sample,-9.7,48:59.8,-10.06,,,,,,,,,,
261,Max,-9.6,49:00.2,,,,,,,,,,,
261,Min,-10.6,49:02.5,,,,,,,,,,,
262,Sample,-10.8,49:03.0,-10.6593985,,,,,,,,,,
262,Max,-9.9,49:07.8,,,,,,,,,,,
262,Min,-11.7,49:19.3,,,,,,,,,,,
263,Sample,-11.9,49:19.7,-11.86666667,,,,,,,,,,
263,Min,-12.3,49:21.5,,,,,,,,,,,
263,Max,-11.1,49:24.2,,,,,,,,,,,
264,Sample,-10.8,49:24.6,-10.76478873,,,,,,,,,,
264,Min,-11.4,49:30.6,,,,,,,,,,,
264,Max,-10,49:33.2,,,,,,,,,,,
265,Sample,-9.8,49:33.6,-10.20540541,,,,,,,,,,
265,Max,-9.6,49:34.4,,,,,,,,,,,
265,Min,-10.7,49:41.8,,,,,,,,,,,
266,Sample,-10.8,49:42.9,-11.14285714,,,,,,,,,,
266,Max,-10.8,49:42.9,,,,,,,,,,,
266,Min,-11.6,49:45.2,,,,,,,,,,,
267,Sample,-11.8,49:45.6,-11.56533333,,,,,,,,,,
267,Min,-12.6,49:47.4,,,,,,,,,,,
267,Max,-10.9,49:50.4,,,,,,,,,,,
268,Sample,-10.8,50:14.0,-11.01724138,,,,,,,,,,
268,Max,-10.6,50:14.3,,,,,,,,,,,
268,Min,-11.7,50:17.0,,,,,,,,,,,
269,Sample,-11.8,50:17.6,-12.20666667,,,,,,,,,,
269,Max,-11.8,50:17.6,,,,,,,,,,,
269,Min,-12.7,50:19.2,,,,,,,,,,,
270,Sample,-12.9,50:19.6,-12.705,,,,,,,,,,
270,Min,-13.1,50:19.9,,,,,,,,,,,
270,Max,-12,50:21.9,,,,,,,,,,,
271,Sample,-11.9,50:22.1,-11.87261905,,,,,,,,,,
271,Max,-11.5,50:22.9,,,,,,,,,,,
271,Min,-12.8,50:31.9,,,,,,,,,,,
272,Sample,-13,50:32.7,-13.10212766,,,,,,,,,,
272,Min,-13.7,50:34.9,,,,,,,,,,,
272,Max,-12.1,50:38.3,,,,,,,,,,,
273,Sample,-12,50:38.6,-12.35454545,,,,,,,,,,
273,Max,-12,50:38.6,,,,,,,,,,,
273,Min,-12.7,50:39.7,,,,,,,,,,,
274,Sample,-13,50:40.1,-13.06666667,,,,,,,,,,
274,Min,-13.6,50:42.3,,,,,,,,,,,
274,Max,-12.2,50:45.0,,,,,,,,,,,
275,Sample,-12,50:45.4,-12.39354839,,,,,,,,,,
275,Max,-11.7,50:46.2,,,,,,,,,,,
275,Min,-12.9,50:52.5,,,,,,,,,,,
276,Sample,-13,50:53.2,-13.12894737,,,,,,,,,,
276,Max,-12.8,50:54.0,,,,,,,,,,,
276,Min,-13.9,50:57.7,,,,,,,,,,,
277,Sample,-14.2,50:58.1,-14.61666667,,,,,,,,,,
277,Max,-14.2,50:58.1,,,,,,,,,,,
277,Min,-14.9,50:59.1,,,,,,,,,,,
278,Sample,-15.2,50:59.6,-14.96666667,,,,,,,,,,
278,Min,-15.3,51:00.0,,,,,,,,,,,
278,Max,-14.5,51:01.4,,,,,,,,,,,
279,Sample,-14.1,51:01.9,-13.63636364,,,,,,,,,,
279,Min,-14.1,51:01.9,,,,,,,,,,,
279,Max,-13.2,51:03.0,,,,,,,,,,,
280,Sample,-13,51:03.3,-13.29259259,,,,,,,,,,
280,Max,-12.9,51:03.7,,,,,,,,,,,
280,Min,-13.9,51:06.3,,,,,,,,,,,
281,Sample,-14,51:06.7,-13.94137931,,,,,,,,,,
281,Min,-14.4,51:07.7,,,,,,,,,,,
281,Max,-13.2,51:10.0,,,,,,,,,,,
282,Sample,-13,51:10.4,-13.13,,,,,,,,,,
282,Max,-12.5,51:11.9,,,,,,,,,,,
282,Min,-13.9,51:20.1,,,,,,,,,,,
283,Sample,-14,51:20.5,-14.46666667,,,,,,,,,,
283,Max,-14,51:20.5,,,,,,,,,,,
283,Min,-14.9,51:22.7,,,,,,,,,,,
284,Sample,-15.2,51:23.2,-15.36808511,,,,,,,,,,
284,Min,-16.2,51:26.1,,,,,,,,,,,
284,Max,-14.3,51:28.8,,,,,,,,,,,
285,Sample,-14,51:29.1,-14.18863636,,,,,,,,,,
285,Max,-13.8,51:29.5,,,,,,,,,,,
285,Min,-14.8,51:34.4,,,,,,,,,,,
286,Sample,-15,51:34.7,-15.02,,,,,,,,,,
286,Max,-14.2,51:38.5,,,,,,,,,,,
286,Min,-15.8,51:48.2,,,,,,,,,,,
287,Sample,-16.1,51:48.5,-16.46,,,,,,,,,,
287,Max,-16.1,51:48.5,,,,,,,,,,,
287,Min,-16.9,51:50.1,,,,,,,,,,,
288,Sample,-17.2,51:50.4,-17.04,,,,,,,,,,
288,Min,-17.3,51:50.8,,,,,,,,,,,
288,Max,-16.7,51:51.8,,,,,,,,,,,
289,Sample,-16.2,51:52.3,-15.725,,,,,,,,,,
289,Min,-16.2,51:52.3,,,,,,,,,,,
289,Max,-15.3,51:53.5,,,,,,,,,,,
290,Sample,-15.1,51:53.8,-15.16835443,,,,,,,,,,
290,Max,-14.5,52:03.1,,,,,,,,,,,
290,Min,-16,52:13.2,,,,,,,,,,,
291,Sample,-16.1,52:13.7,-15.83,,,,,,,,,,
291,Min,-16.1,52:13.7,,,,,,,,,,,
291,Max,-15.3,52:15.9,,,,,,,,,,,
292,Sample,-15.1,52:16.2,-15.15180723,,,,,,,,,,
292,Max,-14.4,52:17.6,,,,,,,,,,,
292,Min,-16,52:23.3,,,,,,,,,,,
293,Sample,-16.1,52:37.3,-16.43,,,,,,,,,,
293,Max,-16.1,52:37.3,,,,,,,,,,,
293,Min,-16.8,52:39.4,,,,,,,,,,,
294,Sample,-17.1,52:39.8,-16.85185185,,,,,,,,,,
